epoch;accuracy;loss;val_accuracy;val_loss;val_weighted_accuracy;weighted_accuracy
0;0.6398791074752808;0.9254018068313599;0.799879789352417;0.549410879611969;0.799879789352417;0.7212160229682922
1;0.7875030040740967;0.7488771677017212;0.7808672189712524;0.5246096849441528;0.7808672189712524;0.7881144285202026
2;0.7884466052055359;0.7162189483642578;0.7913879752159119;0.48151692748069763;0.7913879752159119;0.7972089052200317
3;0.7880708575248718;0.6937845349311829;0.7849252223968506;0.46434861421585083;0.7849252223968506;0.804435670375824
4;0.7895989418029785;0.677667498588562;0.7632073163986206;0.48847806453704834;0.7632073163986206;0.8107805252075195
5;0.7895488142967224;0.6687862873077393;0.7730517983436584;0.46323511004447937;0.7730517983436584;0.8134574890136719
6;0.7904172539710999;0.6633978486061096;0.7679417133331299;0.47121474146842957;0.7679417133331299;0.814899742603302
7;0.7910184860229492;0.6602098345756531;0.7875553965568542;0.42565226554870605;0.7875553965568542;0.8161033391952515
8;0.7912355661392212;0.6581085920333862;0.7686931490898132;0.46599286794662476;0.7686931490898132;0.8165287375450134
9;0.7915111184120178;0.6564537286758423;0.7850755453109741;0.4265258312225342;0.7850755453109741;0.8170734643936157
10;0.7911938428878784;0.6549100279808044;0.7944690585136414;0.40812891721725464;0.7944690585136414;0.8175092935562134
11;0.7913608551025391;0.6537963151931763;0.7787630558013916;0.4390414357185364;0.7787630558013916;0.8176960349082947
12;0.7916197180747986;0.6525554656982422;0.78883296251297;0.412683367729187;0.78883296251297;0.8181577920913696
13;0.7912856936454773;0.6517688632011414;0.7803411483764648;0.43278735876083374;0.7803411483764648;0.8181785345077515
14;0.7915111184120178;0.6508963108062744;0.7836477160453796;0.42286187410354614;0.7836477160453796;0.8185468316078186
15;0.7914276123046875;0.6501596570014954;0.7710978984832764;0.4497959017753601;0.7710978984832764;0.8188581466674805
16;0.7919453382492065;0.6494439244270325;0.7696700692176819;0.4526314437389374;0.7696700692176819;0.8193769454956055
17;0.7917032241821289;0.6489609479904175;0.7762831449508667;0.4412044286727905;0.7762831449508667;0.8194754719734192
18;0.7914443612098694;0.6482506990432739;0.7882317304611206;0.40979427099227905;0.7882317304611206;0.8193562030792236
19;0.7918869256973267;0.647782027721405;0.7668896317481995;0.45910006761550903;0.7668896317481995;0.8196519017219543
20;0.7918869256973267;0.6471344828605652;0.7762831449508667;0.4410066306591034;0.7762831449508667;0.8200876712799072
21;0.7920956611633301;0.6466773152351379;0.7738783955574036;0.4425022006034851;0.7738783955574036;0.8201655149459839
22;0.7918952703475952;0.646218478679657;0.7603517174720764;0.47090157866477966;0.7603517174720764;0.8199994564056396
23;0.7919871211051941;0.6457785367965698;0.771999716758728;0.4431317150592804;0.771999716758728;0.8203574419021606
24;0.7922042012214661;0.6457292437553406;0.7752310633659363;0.4375409185886383;0.7752310633659363;0.8204923272132874
25;0.7922877073287964;0.6451572179794312;0.7770346403121948;0.43355563282966614;0.7770346403121948;0.8206686973571777
26;0.7923378348350525;0.6447380185127258;0.7857518792152405;0.4195530414581299;0.7857518792152405;0.8209073543548584
27;0.7924463748931885;0.6444114446640015;0.7686931490898132;0.45554834604263306;0.7686931490898132;0.8209229111671448
28;0.7929474115371704;0.6438880562782288;0.7594498991966248;0.4725779592990875;0.7594498991966248;0.8210785984992981
29;0.7926551103591919;0.6438886523246765;0.7661381363868713;0.45891010761260986;0.7661381363868713;0.8213950395584106
30;0.7928555607795715;0.6433151364326477;0.7798902988433838;0.43037667870521545;0.7798902988433838;0.8216129541397095
31;0.792596697807312;0.6430603861808777;0.7819193005561829;0.4254811704158783;0.7819193005561829;0.8215039968490601
32;0.7932146191596985;0.6425387263298035;0.7701961398124695;0.44619813561439514;0.7701961398124695;0.8216492533683777
33;0.7929056286811829;0.6424986720085144;0.7791388034820557;0.4303241968154907;0.7791388034820557;0.8216025233268738
34;0.7928639054298401;0.6421020030975342;0.7891335487365723;0.4061534106731415;0.7891335487365723;0.8216285109519958
35;0.7928054332733154;0.6416260004043579;0.7828962206840515;0.42135947942733765;0.7828962206840515;0.8215921521186829
36;0.7936655282974243;0.6413148641586304;0.7807920575141907;0.429017037153244;0.7807920575141907;0.8219397664070129
37;0.7934734225273132;0.6408016085624695;0.781092643737793;0.4275795519351959;0.781092643737793;0.8219760656356812
38;0.7936738729476929;0.640556812286377;0.7882317304611206;0.41133520007133484;0.7882317304611206;0.8222562074661255
39;0.7935402393341064;0.6401118040084839;0.7893589735031128;0.4108401834964752;0.7893589735031128;0.821996808052063
40;0.794316828250885;0.6396288275718689;0.783046543598175;0.42132508754730225;0.783046543598175;0.8224896788597107
41;0.7945506572723389;0.6394187211990356;0.7704967260360718;0.45073357224464417;0.7704967260360718;0.8225415945053101
42;0.7947593927383423;0.6391485929489136;0.7662883996963501;0.4629780352115631;0.7662883996963501;0.8228787779808044
43;0.7949347496032715;0.6388286352157593;0.7847749590873718;0.4196010231971741;0.7847749590873718;0.8227905631065369
44;0.7949264049530029;0.6384154558181763;0.787630558013916;0.4134313464164734;0.787630558013916;0.8228787779808044
45;0.7950099110603333;0.6379604935646057;0.7893589735031128;0.4127154052257538;0.7893589735031128;0.8226816654205322
46;0.7952520251274109;0.6378998756408691;0.7923648953437805;0.40695786476135254;0.7923648953437805;0.823070764541626
47;0.7957363724708557;0.6378390789031982;0.7881566286087036;0.4163983464241028;0.7881566286087036;0.8230915069580078
48;0.7961622476577759;0.6373178362846375;0.784324049949646;0.42331117391586304;0.784324049949646;0.8235739469528198
49;0.7964377999305725;0.636881947517395;0.7857518792152405;0.4189605712890625;0.7857518792152405;0.8235687613487244
50;0.7965046167373657;0.636829674243927;0.783046543598175;0.4257359802722931;0.783046543598175;0.8234754204750061
51;0.7965713739395142;0.636361837387085;0.7730517983436584;0.4480426013469696;0.7730517983436584;0.8237036466598511
52;0.7967467308044434;0.6361897587776184;0.7988277077674866;0.39781445264816284;0.7988277077674866;0.8238956332206726
53;0.7971224784851074;0.6357792019844055;0.7864282131195068;0.4230150580406189;0.7864282131195068;0.8239008188247681
54;0.7973396182060242;0.6356533169746399;0.7848500609397888;0.4252948760986328;0.7848500609397888;0.8240253329277039
55;0.7977320551872253;0.6352802515029907;0.7798902988433838;0.4361022412776947;0.7798902988433838;0.8245285749435425
56;0.7974815964698792;0.6349790096282959;0.7813181281089783;0.4346573054790497;0.7813181281089783;0.8242899179458618
57;0.7983666658401489;0.6349251866340637;0.7963477969169617;0.40134167671203613;0.7963477969169617;0.8247153162956238
58;0.7986840009689331;0.6346022486686707;0.7611031532287598;0.4791305959224701;0.7611031532287598;0.8247049450874329
59;0.7982915639877319;0.6343579888343811;0.7942436337471008;0.4097687602043152;0.7942436337471008;0.8247101306915283
60;0.7988677024841309;0.6339110136032104;0.7836477160453796;0.4324469268321991;0.7836477160453796;0.8249332308769226
61;0.7992852330207825;0.6337584257125854;0.7840985655784607;0.4360356032848358;0.7840985655784607;0.8251303434371948
62;0.7993353009223938;0.6332880854606628;0.7738032341003418;0.45320817828178406;0.7738032341003418;0.8251718282699585
63;0.7991182208061218;0.6336216926574707;0.7906364798545837;0.41893643140792847;0.7906364798545837;0.8253378868103027
64;0.7998363375663757;0.6329702138900757;0.7916885614395142;0.4160381555557251;0.7916885614395142;0.8255142569541931
65;0.8002287745475769;0.6329277157783508;0.765461802482605;0.4778440594673157;0.765461802482605;0.8256646990776062
66;0.8001870512962341;0.6326479315757751;0.794995129108429;0.41365453600883484;0.794995129108429;0.8260745406150818
67;0.8000617623329163;0.6322859525680542;0.7804914712905884;0.4435829818248749;0.7804914712905884;0.8257373571395874
68;0.8005711436271667;0.6323735117912292;0.7914631366729736;0.4255004823207855;0.7914631366729736;0.8258358836174011
69;0.8009803295135498;0.632163405418396;0.7923648953437805;0.41817793250083923;0.7923648953437805;0.8261731266975403
70;0.8008634448051453;0.6316918730735779;0.7993537187576294;0.40511950850486755;0.7993537187576294;0.8260797262191772
71;0.8011640310287476;0.6316635012626648;0.7913128137588501;0.42441073060035706;0.7913128137588501;0.82640141248703
72;0.8017569184303284;0.6313698887825012;0.7988277077674866;0.4067460298538208;0.7988277077674866;0.8266867399215698
73;0.801481306552887;0.631175696849823;0.7800405621528625;0.44862064719200134;0.7800405621528625;0.8265259265899658
74;0.8011974096298218;0.6310878396034241;0.7992785573005676;0.40906643867492676;0.7992785573005676;0.8262872695922852
75;0.8013894557952881;0.6308053135871887;0.8028857111930847;0.40097567439079285;0.8028857111930847;0.8261160254478455
76;0.8021827340126038;0.6306648850440979;0.7957466244697571;0.41824212670326233;0.7957466244697571;0.8268475532531738
77;0.8023998737335205;0.6304924488067627;0.787254810333252;0.43736714124679565;0.787254810333252;0.8267853260040283
78;0.801999032497406;0.6302797198295593;0.797024130821228;0.41672399640083313;0.797024130821228;0.826733410358429
79;0.8021910786628723;0.6298632621765137;0.8019838929176331;0.4052271544933319;0.8019838929176331;0.8268527388572693
80;0.8029175996780396;0.629827082157135;0.7977756261825562;0.4156147241592407;0.7977756261825562;0.8268371820449829
81;0.802516758441925;0.6302207708358765;0.8028857111930847;0.4039834439754486;0.8028857111930847;0.8270550966262817
82;0.8032181859016418;0.6294548511505127;0.7980010509490967;0.41423287987709045;0.7980010509490967;0.8273144960403442
83;0.8029091954231262;0.6294241547584534;0.7864282131195068;0.43600478768348694;0.7864282131195068;0.8274337649345398
84;0.8032014966011047;0.629281222820282;0.7797399759292603;0.45068618655204773;0.7797399759292603;0.8273352384567261
85;0.8031346797943115;0.6291221380233765;0.8024348020553589;0.40865591168403625;0.8024348020553589;0.8272936940193176
86;0.8038277626037598;0.6289961338043213;0.7964980602264404;0.4152538776397705;0.7964980602264404;0.8275271654129028
87;0.8031513690948486;0.6291182637214661;0.7982264757156372;0.41535839438438416;0.7982264757156372;0.8272729516029358
88;0.8038110733032227;0.6286874413490295;0.7913128137588501;0.4291737675666809;0.7913128137588501;0.8272677659988403
89;0.8038444519042969;0.628502368927002;0.7922897934913635;0.427371084690094;0.7922897934913635;0.8273715376853943
90;0.804111659526825;0.6281318664550781;0.7880063056945801;0.4393588900566101;0.7880063056945801;0.8277761936187744
91;0.8039613366127014;0.6284470558166504;0.7774855494499207;0.456110417842865;0.7774855494499207;0.8274649381637573
92;0.8041366934776306;0.6280590295791626;0.7893589735031128;0.4369085431098938;0.7893589735031128;0.8280615210533142
93;0.8041283488273621;0.6279045343399048;0.7843992114067078;0.4435425400733948;0.7843992114067078;0.8276620507240295
94;0.804487407207489;0.627959132194519;0.7925903797149658;0.429595023393631;0.7925903797149658;0.8278851509094238
95;0.8043120503425598;0.6275847554206848;0.8016082048416138;0.41390174627304077;0.8016082048416138;0.8276827931404114
96;0.804846465587616;0.6274709105491638;0.7836477160453796;0.45023229718208313;0.7836477160453796;0.8282430768013
97;0.8050051331520081;0.6272424459457397;0.7934921383857727;0.4257899224758148;0.7934921383857727;0.8281445503234863
98;0.8045375347137451;0.6275911927223206;0.8029608726501465;0.4073735177516937;0.8029608726501465;0.8276050090789795
99;0.8049049377441406;0.6275182366371155;0.7877808809280396;0.4398546516895294;0.7877808809280396;0.8278955221176147
100;0.8049132823944092;0.6270273923873901;0.7923648953437805;0.4318869709968567;0.7923648953437805;0.8278903365135193
101;0.8046627640724182;0.6269016265869141;0.793792724609375;0.4310612976551056;0.793792724609375;0.827828049659729
102;0.80522221326828;0.6270256638526917;0.7972495555877686;0.422818660736084;0.7972495555877686;0.8281652927398682
103;0.80550616979599;0.6270075440406799;0.7940933108329773;0.4309246242046356;0.7940933108329773;0.8283312916755676
104;0.8052973747253418;0.6268751621246338;0.8033365607261658;0.41172316670417786;0.8033365607261658;0.827921450138092
105;0.8053892254829407;0.626501202583313;0.7939430475234985;0.43114030361175537;0.7939430475234985;0.8282067775726318
106;0.8053558468818665;0.626295804977417;0.8068685531616211;0.40185806155204773;0.8068685531616211;0.8281238079071045
107;0.8056397438049316;0.6262922286987305;0.7998046278953552;0.4183482229709625;0.7998046278953552;0.8284558057785034
108;0.8054393529891968;0.6265278458595276;0.7946945428848267;0.4306274354457855;0.7946945428848267;0.8280407786369324
109;0.8057900667190552;0.6258894205093384;0.7948448061943054;0.4293321371078491;0.7948448061943054;0.8284765481948853
110;0.8053558468818665;0.6262342929840088;0.8131810426712036;0.3932851254940033;0.8131810426712036;0.828279435634613
111;0.8060154914855957;0.6259448528289795;0.7894341349601746;0.4366443455219269;0.7894341349601746;0.8283053636550903
112;0.8057566285133362;0.6257182359695435;0.8012324571609497;0.414354145526886;0.8012324571609497;0.8284039497375488
113;0.805723249912262;0.625855565071106;0.7917637228965759;0.43756330013275146;0.7917637228965759;0.8284454345703125
114;0.8060739636421204;0.625826358795166;0.8014578819274902;0.41263270378112793;0.8014578819274902;0.8288812041282654
115;0.8058151006698608;0.6253085136413574;0.8085218071937561;0.40069863200187683;0.8085218071937561;0.828440248966217
116;0.8058234453201294;0.6254162788391113;0.798677384853363;0.42318135499954224;0.798677384853363;0.8285180926322937
117;0.8065332174301147;0.6254048943519592;0.8008567094802856;0.4197818636894226;0.8008567094802856;0.8290316462516785
118;0.8063578605651855;0.6253597736358643;0.8082212209701538;0.4015473425388336;0.8082212209701538;0.8290680050849915
119;0.8062493205070496;0.6253374218940735;0.7865033149719238;0.44635632634162903;0.7865033149719238;0.8287930488586426
